seq,pos_x,pos_y,pos_z,image_rel
498,142.772200,29.785640,180.417600,images/downcam_000498.png
499,142.233700,29.991070,177.426300,images/downcam_000499.png
500,141.334700,29.933940,174.502900,images/downcam_000500.png
501,140.704700,29.818880,171.524200,images/downcam_000501.png
502,140.454000,29.829390,168.505700,images/downcam_000502.png
503,140.442700,29.872530,165.473300,images/downcam_000503.png
504,140.373600,29.877610,162.442200,images/downcam_000504.png
505,140.160400,29.844380,159.419800,images/downcam_000505.png
506,140.128500,29.791390,156.382000,images/downcam_000506.png
507,140.303700,29.679050,153.355000,images/downcam_000507.png
508,140.220200,29.514620,150.348900,images/downcam_000508.png
509,139.751700,29.478150,147.384500,images/downcam_000509.png
510,139.105100,29.657920,144.392800,images/downcam_000510.png
511,138.613100,29.934440,141.443200,images/downcam_000511.png
512,138.326600,29.969960,138.400500,images/downcam_000512.png
513,137.857500,29.680170,135.414900,images/downcam_000513.png
514,137.513300,29.515370,132.428600,images/downcam_000514.png
515,137.761600,29.642170,129.436000,images/downcam_000515.png
516,139.138800,29.761690,126.675800,images/downcam_000516.png
517,140.989300,29.690800,124.305600,images/downcam_000517.png
518,141.951500,29.624000,121.727900,images/downcam_000518.png
519,141.511500,29.386570,118.752000,images/downcam_000519.png
520,140.583100,29.364850,115.829200,images/downcam_000520.png
521,140.214300,29.548710,114.152100,images/downcam_000521.png
522,140.302800,29.807580,112.439400,images/downcam_000522.png
523,141.417800,29.880780,110.956100,images/downcam_000523.png
524,144.236200,29.926750,109.924400,images/downcam_000524.png
525,143.018500,29.638230,107.385300,images/downcam_000525.png
526,142.672900,29.406970,105.624700,images/downcam_000526.png
527,142.457400,29.105620,103.466200,images/downcam_000527.png
528,142.112400,28.754730,100.423200,images/downcam_000528.png
529,141.532700,28.590160,97.460010,images/downcam_000529.png
530,140.667100,28.668460,94.446390,images/downcam_000530.png
531,139.659300,28.998630,91.608670,images/downcam_000531.png
532,138.523400,29.524690,88.795780,images/downcam_000532.png
533,137.498500,29.956000,86.602840,images/downcam_000533.png
534,136.750500,30.135480,85.304930,images/downcam_000534.png
535,136.030400,30.181770,84.327320,images/downcam_000535.png
536,135.274200,30.132380,83.562990,images/downcam_000536.png
537,134.440400,30.019380,82.979690,images/downcam_000537.png
538,133.454900,29.875510,82.565900,images/downcam_000538.png
539,130.696000,29.922380,81.588390,images/downcam_000539.png
540,132.261900,29.831420,78.997020,images/downcam_000540.png
541,134.200000,29.772160,76.661930,images/downcam_000541.png
542,136.144600,29.766540,74.365120,images/downcam_000542.png
543,137.905800,29.823600,71.858950,images/downcam_000543.png
544,139.168700,29.864840,69.090440,images/downcam_000544.png
545,139.851500,29.851590,66.094890,images/downcam_000545.png
546,140.029200,29.835850,63.082470,images/downcam_000546.png
547,139.971500,29.839580,60.080720,images/downcam_000547.png
548,139.916100,29.854430,57.064390,images/downcam_000548.png
549,139.848900,29.873500,54.007660,images/downcam_000549.png
550,139.771300,29.867100,51.000240,images/downcam_000550.png
551,139.823700,29.832420,47.990030,images/downcam_000551.png
552,140.072600,29.801160,44.965550,images/downcam_000552.png
553,140.418500,29.805120,41.934390,images/downcam_000553.png
554,140.621900,29.839300,38.904440,images/downcam_000554.png
555,140.543200,29.853310,35.844340,images/downcam_000555.png
556,140.271500,29.853920,32.840850,images/downcam_000556.png
557,139.898400,29.867570,29.843100,images/downcam_000557.png
558,139.579800,29.863290,26.841210,images/downcam_000558.png
559,139.570900,29.829630,23.825490,images/downcam_000559.png
560,139.816700,29.809120,21.674060,images/downcam_000560.png
561,140.302000,29.815590,19.851060,images/downcam_000561.png
562,141.087300,29.845310,18.188010,images/downcam_000562.png
563,142.444400,29.869550,16.643620,images/downcam_000563.png
564,144.158300,29.853430,15.708980,images/downcam_000564.png
565,146.051600,29.833080,15.320430,images/downcam_000565.png
566,148.066600,29.831380,15.416770,images/downcam_000566.png
567,150.963500,29.849520,16.325630,images/downcam_000567.png
568,153.634300,29.853710,17.703720,images/downcam_000568.png
569,156.347300,29.848640,19.065220,images/downcam_000569.png
570,157.861600,29.847870,19.962130,images/downcam_000570.png
571,157.007500,29.848660,20.574990,images/downcam_000571.png
572,155.519900,29.848740,23.020690,images/downcam_000572.png
573,157.708700,29.849160,25.082120,images/downcam_000573.png
574,160.163000,29.849280,26.812650,images/downcam_000574.png
575,162.320700,29.849510,27.404130,images/downcam_000575.png
576,162.544600,29.849200,24.386570,images/downcam_000576.png
577,162.351700,29.971610,21.351780,images/downcam_000577.png
578,164.797800,30.556970,19.973480,images/downcam_000578.png
579,166.174900,30.018220,22.598320,images/downcam_000579.png
580,163.249300,29.388410,22.888760,images/downcam_000580.png
581,160.417400,29.610890,23.089930,images/downcam_000581.png
582,157.913900,29.989560,23.831460,images/downcam_000582.png
583,155.929100,29.948400,26.124820,images/downcam_000583.png
584,156.076400,29.409880,29.129430,images/downcam_000584.png
585,156.905800,29.264850,32.079460,images/downcam_000585.png
586,157.464000,29.585930,35.013400,images/downcam_000586.png
587,157.816300,29.869730,38.049010,images/downcam_000587.png
588,158.338400,29.836310,41.046460,images/downcam_000588.png
589,158.969500,29.541900,43.985300,images/downcam_000589.png
590,159.275100,29.298030,46.985950,images/downcam_000590.png
591,159.178600,29.425380,50.017540,images/downcam_000591.png
592,159.124600,29.794080,53.027880,images/downcam_000592.png
593,159.496600,30.156790,56.001190,images/downcam_000593.png
594,160.634100,30.275750,58.787040,images/downcam_000594.png
595,162.290800,29.889190,61.291320,images/downcam_000595.png
596,162.576000,29.658380,64.325310,images/downcam_000596.png
597,161.928500,29.648860,67.305730,images/downcam_000597.png
598,160.867300,29.574640,70.203580,images/downcam_000598.png
599,159.641600,29.446910,72.989270,images/downcam_000599.png
600,158.441500,29.356010,75.787160,images/downcam_000600.png
601,157.467200,29.387150,78.632200,images/downcam_000601.png
602,156.837900,29.575580,81.660230,images/downcam_000602.png
603,156.676800,29.861770,84.713260,images/downcam_000603.png
604,157.021300,30.133050,87.727080,images/downcam_000604.png
605,157.833700,30.279480,90.650800,images/downcam_000605.png
606,158.930100,30.243270,93.445070,images/downcam_000606.png
607,160.100100,30.041760,96.310710,images/downcam_000607.png
608,160.996000,29.801380,99.202260,images/downcam_000608.png
609,161.448000,29.669860,102.240500,images/downcam_000609.png
610,161.394100,29.704770,105.270900,images/downcam_000610.png
611,160.907700,29.880930,108.253600,images/downcam_000611.png
612,160.137100,30.118630,111.176000,images/downcam_000612.png
613,159.313400,30.255050,114.063100,images/downcam_000613.png
614,158.656100,30.088900,117.036600,images/downcam_000614.png
615,158.317200,29.547830,120.028300,images/downcam_000615.png
616,158.416900,29.269960,123.026600,images/downcam_000616.png
617,158.677700,29.593590,126.046400,images/downcam_000617.png
618,158.902400,29.878920,129.069800,images/downcam_000618.png
619,159.226300,29.921210,132.073300,images/downcam_000619.png
620,160.574300,30.188930,134.024400,images/downcam_000620.png
621,160.821500,29.538080,136.967300,images/downcam_000621.png
622,159.928300,29.056670,139.806400,images/downcam_000622.png
623,158.677200,29.031770,142.551300,images/downcam_000623.png
624,158.098100,29.910360,145.407200,images/downcam_000624.png
625,158.362000,30.407070,148.364700,images/downcam_000625.png
626,159.039700,30.581180,151.387700,images/downcam_000626.png
627,159.806300,30.366160,154.346100,images/downcam_000627.png
628,160.349800,29.882570,157.326800,images/downcam_000628.png
629,160.312000,29.431610,160.338500,images/downcam_000629.png
630,159.446100,29.278320,163.220300,images/downcam_000630.png
631,158.384600,29.594570,166.045500,images/downcam_000631.png
632,158.114100,29.876370,169.049500,images/downcam_000632.png
633,158.276400,29.735400,172.060300,images/downcam_000633.png
634,158.557700,29.450100,175.138300,images/downcam_000634.png
635,158.874900,29.297980,178.206800,images/downcam_000635.png
636,159.179500,29.422210,181.254000,images/downcam_000636.png
637,159.437200,29.779180,184.246200,images/downcam_000637.png
638,159.490700,30.205970,187.221500,images/downcam_000638.png
639,158.776000,30.172950,190.139800,images/downcam_000639.png
640,158.009400,29.743350,193.056900,images/downcam_000640.png
641,158.385100,29.737410,196.051400,images/downcam_000641.png
642,159.169400,29.987110,197.729600,images/downcam_000642.png
643,160.073100,30.215120,198.832000,images/downcam_000643.png
644,161.014600,30.220990,199.578100,images/downcam_000644.png
645,162.140700,29.959050,200.336000,images/downcam_000645.png
646,164.850800,29.361220,201.550500,images/downcam_000646.png
647,167.675600,28.983190,202.494800,images/downcam_000647.png
648,170.595700,29.054140,203.275700,images/downcam_000648.png
649,173.511200,29.669970,202.717000,images/downcam_000649.png
650,175.832700,30.078310,200.843000,images/downcam_000650.png
651,178.024500,30.102660,198.709600,images/downcam_000651.png
652,179.730500,29.828170,196.866800,images/downcam_000652.png
653,180.888800,29.518540,194.855900,images/downcam_000653.png
654,181.571900,29.481000,192.221800,images/downcam_000654.png
655,181.981600,29.746580,189.160800,images/downcam_000655.png
656,182.300500,30.015770,186.183800,images/downcam_000656.png
657,182.622700,30.068710,183.185100,images/downcam_000657.png
658,182.857500,29.788150,180.193800,images/downcam_000658.png
659,182.721300,29.482360,177.148800,images/downcam_000659.png
660,182.267400,29.565610,174.180500,images/downcam_000660.png
661,181.680500,29.886550,171.189200,images/downcam_000661.png
662,180.990800,30.079200,168.269300,images/downcam_000662.png
663,180.191800,29.987580,165.378900,images/downcam_000663.png
664,179.343800,29.724740,162.449100,images/downcam_000664.png
665,178.560400,29.499850,159.450400,images/downcam_000665.png
666,178.008000,29.509700,156.467000,images/downcam_000666.png
667,177.877300,29.810100,153.455400,images/downcam_000667.png
668,178.291000,30.073130,150.456100,images/downcam_000668.png
669,178.951800,29.981810,147.509500,images/downcam_000669.png
670,179.564300,29.693590,144.476400,images/downcam_000670.png
671,179.978000,29.484480,141.477400,images/downcam_000671.png
672,180.196600,29.532250,138.430100,images/downcam_000672.png
673,180.235600,29.850380,135.347500,images/downcam_000673.png
674,180.051900,30.280550,132.300300,images/downcam_000674.png
675,179.554400,30.613830,129.309400,images/downcam_000675.png
676,178.643200,30.512030,126.420600,images/downcam_000676.png
677,177.793400,29.755580,123.624000,images/downcam_000677.png
678,178.309100,29.162240,120.690800,images/downcam_000678.png
679,179.551800,28.983470,117.939200,images/downcam_000679.png
680,180.320400,29.389070,115.023200,images/downcam_000680.png
681,180.521900,29.887030,112.071700,images/downcam_000681.png
682,180.561200,30.251300,109.031800,images/downcam_000682.png
683,180.720500,30.516490,105.953200,images/downcam_000683.png
684,181.059500,30.571500,102.956700,images/downcam_000684.png
685,181.433400,30.326000,99.906170,images/downcam_000685.png
686,181.598300,29.897480,96.940780,images/downcam_000686.png
687,181.341800,29.510840,93.968710,images/downcam_000687.png
688,180.717900,29.429190,91.025590,images/downcam_000688.png
689,180.165800,29.670860,88.036420,images/downcam_000689.png
690,179.912000,29.992800,85.026360,images/downcam_000690.png
691,179.864500,30.061200,82.016280,images/downcam_000691.png
692,179.588500,29.665850,79.031200,images/downcam_000692.png
693,178.959100,29.464200,76.068770,images/downcam_000693.png
694,178.310400,29.647250,73.141560,images/downcam_000694.png
695,177.825900,29.961800,70.158040,images/downcam_000695.png
696,177.604800,30.073640,67.153910,images/downcam_000696.png
697,177.700700,29.668920,64.145620,images/downcam_000697.png
698,178.132900,29.247720,61.130160,images/downcam_000698.png
699,178.558500,29.386980,58.064130,images/downcam_000699.png
700,178.892300,29.689730,55.086170,images/downcam_000700.png
701,179.166300,29.888260,52.100700,images/downcam_000701.png
702,179.370100,29.857660,49.082280,images/downcam_000702.png
703,179.487600,29.760160,46.020930,images/downcam_000703.png
704,179.541600,29.738040,42.983980,images/downcam_000704.png
705,179.559800,29.762290,39.963070,images/downcam_000705.png
706,179.556600,29.783950,36.905400,images/downcam_000706.png
707,179.486000,29.783970,33.889390,images/downcam_000707.png
708,179.048000,29.773340,30.917500,images/downcam_000708.png
709,178.153200,29.773040,27.992860,images/downcam_000709.png
710,177.977000,29.776060,24.987450,images/downcam_000710.png
711,178.681400,29.775800,22.273320,images/downcam_000711.png
712,180.309700,29.776360,19.749320,images/downcam_000712.png
713,182.337000,29.747850,17.516840,images/downcam_000713.png
714,184.553500,29.708670,15.479400,images/downcam_000714.png
715,186.962800,29.675970,13.545390,images/downcam_000715.png
716,189.491100,29.660150,11.869780,images/downcam_000716.png
717,191.935100,29.664700,10.779610,images/downcam_000717.png
718,193.177700,29.678990,10.316460,images/downcam_000718.png
719,193.052700,29.692060,9.485291,images/downcam_000719.png
720,192.091300,29.700490,8.202702,images/downcam_000720.png
721,190.980300,29.720170,8.125507,images/downcam_000721.png
722,193.274800,30.087290,10.052930,images/downcam_000722.png
723,196.035200,30.496390,11.219180,images/downcam_000723.png
724,198.906800,30.557230,12.278010,images/downcam_000724.png
725,200.858700,29.978430,13.580510,images/downcam_000725.png
726,201.082900,28.912930,16.445700,images/downcam_000726.png
727,200.414000,28.679860,19.442010,images/downcam_000727.png
728,200.050000,28.924060,22.456930,images/downcam_000728.png
729,200.014200,29.432250,25.472370,images/downcam_000729.png
730,199.993400,29.906690,28.472060,images/downcam_000730.png
731,199.024600,29.961380,31.343490,images/downcam_000731.png
732,197.523200,30.215980,33.949780,images/downcam_000732.png
733,195.882700,30.548540,36.461470,images/downcam_000733.png
734,194.992600,29.349450,38.064620,images/downcam_000734.png
735,196.406700,28.868060,37.566660,images/downcam_000735.png
736,197.872500,29.933510,38.197860,images/downcam_000736.png
737,197.842100,30.059170,41.197720,images/downcam_000737.png
738,197.042300,30.375780,44.161550,images/downcam_000738.png
739,196.092400,30.548390,47.049420,images/downcam_000739.png
740,195.118900,30.371970,49.915890,images/downcam_000740.png
741,194.711000,29.538990,52.798970,images/downcam_000741.png
742,195.604100,28.586840,55.533930,images/downcam_000742.png
743,196.557500,28.092510,58.393140,images/downcam_000743.png
744,197.208900,28.050170,61.398220,images/downcam_000744.png
745,197.562900,28.432110,64.401460,images/downcam_000745.png
746,197.751900,29.184050,67.333720,images/downcam_000746.png
747,198.333400,30.248120,70.107590,images/downcam_000747.png
748,201.348000,30.047090,70.457600,images/downcam_000748.png
749,203.997400,29.255830,69.472970,images/downcam_000749.png
750,204.556200,30.015280,66.888830,images/downcam_000750.png
751,201.949200,31.090680,65.722970,images/downcam_000751.png
752,198.909100,31.442020,65.333400,images/downcam_000752.png
753,196.028800,30.959650,65.214870,images/downcam_000753.png
754,193.974600,29.901210,64.688990,images/downcam_000754.png
755,194.751900,28.698470,63.865990,images/downcam_000755.png
756,195.802400,28.998010,66.752770,images/downcam_000756.png
757,196.199200,29.406990,69.702420,images/downcam_000757.png
758,196.429300,29.763310,72.725300,images/downcam_000758.png
759,196.798500,29.907410,75.725100,images/downcam_000759.png
760,197.739900,29.829720,78.654270,images/downcam_000760.png
761,199.753500,29.682700,80.928400,images/downcam_000761.png
762,202.434100,29.640200,81.728200,images/downcam_000762.png
763,204.868000,29.696540,81.870870,images/downcam_000763.png
764,204.363600,29.714470,84.879920,images/downcam_000764.png
765,202.846700,29.699470,87.476800,images/downcam_000765.png
766,201.595900,29.695800,90.270820,images/downcam_000766.png
767,200.940100,29.701400,93.233870,images/downcam_000767.png
768,199.812800,29.702580,96.029400,images/downcam_000768.png
769,198.658400,29.701120,98.807890,images/downcam_000769.png
770,198.229000,29.700660,101.825900,images/downcam_000770.png
771,198.402200,29.700850,104.934500,images/downcam_000771.png
772,198.687000,29.701060,107.953500,images/downcam_000772.png
773,198.656500,29.673100,110.973000,images/downcam_000773.png
774,197.996700,29.266720,113.874800,images/downcam_000774.png
775,198.656200,29.019990,116.480200,images/downcam_000775.png
776,198.794600,30.430020,119.158500,images/downcam_000776.png
777,198.167100,30.695570,122.157500,images/downcam_000777.png
778,198.222000,30.199040,125.135700,images/downcam_000778.png
779,198.646500,29.633760,128.162400,images/downcam_000779.png
780,198.766000,29.460480,131.174900,images/downcam_000780.png
781,198.491100,29.446800,134.190600,images/downcam_000781.png
782,198.147300,29.322510,137.302100,images/downcam_000782.png
783,197.970400,29.112530,140.375000,images/downcam_000783.png
784,198.014900,28.921230,143.490500,images/downcam_000784.png
785,198.262500,28.851640,146.553800,images/downcam_000785.png
786,198.644600,28.973710,149.624000,images/downcam_000786.png
787,199.015500,29.331740,152.671500,images/downcam_000787.png
788,199.099300,29.915510,155.666700,images/downcam_000788.png
789,198.073500,30.337220,158.508700,images/downcam_000789.png
790,195.843300,29.208230,160.196300,images/downcam_000790.png
791,196.063700,30.030960,161.302700,images/downcam_000791.png
792,195.107500,29.566950,162.065600,images/downcam_000792.png
793,194.477600,29.170960,165.003900,images/downcam_000793.png
794,195.742100,30.217480,167.530500,images/downcam_000794.png
795,198.365500,31.249820,168.676200,images/downcam_000795.png
796,201.024200,31.412220,169.304900,images/downcam_000796.png
797,203.236800,30.747210,170.163100,images/downcam_000797.png
798,204.336200,29.742420,171.098800,images/downcam_000798.png
799,202.161600,28.392540,172.776200,images/downcam_000799.png
800,199.926500,28.103540,174.803200,images/downcam_000800.png
801,198.116700,28.222020,177.306400,images/downcam_000801.png
802,196.760300,28.785410,179.957300,images/downcam_000802.png
